ener, rt Area, distib area (each one for  5 off axis angles)
     43.0000000      3.8744256      1.9431719      1.0010935      0.6516489      0.4491028      3.8962831      2.1897819      1.0151662      0.2642493      1.3244078
     44.0000000      3.8255792      1.8857425      0.9827973      0.6360096      0.4368375      3.8572829      1.9439217      0.9015374      0.2902929      1.2224306
     45.0000000      3.7201636      1.8560034      0.9771584      0.6260705      0.4331102      3.7688346      1.7554355      1.0031270      0.3228585      1.7398227
     46.0000000      3.6246109      1.8186125      0.9552117      0.6094296      0.4251413      3.6602402      1.9811653      1.0621401      0.2888213      2.3979867
     47.0000000      3.5068543      1.7560562      0.9370124      0.5991055      0.4169277      3.5422175      2.1244180      1.0659176      0.2420749      1.7179565
     48.0000000      3.2951362      1.7654209      0.9238648      0.5870036      0.4096658      3.3412049      1.8798357      0.9317576      0.2561343      1.6520660
     49.0000000      2.9659288      1.6754659      0.9013267      0.5756334      0.4028555      3.0307541      1.6228282      0.8316550      0.1996345      1.5675251
     50.0000000      2.5145617      1.7145371      0.8935811      0.5621243      0.3935537      2.5954764      1.4913206      0.8830040      0.2506548      1.8032434
     51.0000000      1.9139829      1.6801713      0.8806123      0.5583243      0.3908499      2.0030780      1.7079352      0.8614301      0.3031929      2.1098559
     52.0000000      1.2745731      1.6063681      0.8741905      0.5569853      0.3842750      1.3350639      1.9500167      0.9559460      0.2712093      2.2453401
     53.0000000      1.1970212      1.6239607      0.8633202      0.5446392      0.3784216      1.1357212      1.7726798      0.9850420      0.2673050      2.4829412
     54.0000000      1.9066806      1.6262575      0.8493300      0.5340403      0.3714122      1.8467672      1.7430807      1.0009137      0.2333430      1.8292280
     55.0000000      2.7131944      1.6050742      0.8377277      0.5264823      0.3692435      2.6781154      1.5564549      0.8720937      0.2453032      1.9623600
     56.0000000      3.0351226      1.5886786      0.8360931      0.5291553      0.3670539      3.0648575      1.4192698      0.7941825      0.2184677      2.0003402
     57.0000000      2.8735216      1.5256342      0.8217865      0.5156062      0.3638070      2.9276667      1.6706827      0.9045941      0.2160695      1.7044280
     58.0000000      2.3457375      1.5067393      0.8098837      0.5144545      0.3596108      2.4668837      1.4022796      0.8369541      0.2541835      2.1443679
     59.0000000      1.5549898      1.4905727      0.7960696      0.5006160      0.3516616      1.5757818      1.8781636      0.7993361      0.2472247      2.3034537
     60.0000000      1.6733270      1.4766306      0.7816506      0.4979178      0.3455327      1.5785366      1.6713436      0.8811169      0.2841218      2.2617962
     61.0000000      2.4158022      1.4849622      0.7853447      0.4981095      0.3430004      2.4201152      1.4170324      0.8606651      0.2668472      2.0408883
     62.0000000      2.4490891      1.4788013      0.7643051      0.4849948      0.3402369      2.5197592      1.5753703      0.9095901      0.2321777      1.8960567
     63.0000000      1.9295217      1.4482261      0.7582899      0.4781476      0.3385817      1.9736726      1.6159391      0.7542800      0.2481503      1.8849049
     64.0000000      1.8389822      1.4190761      0.7502447      0.4813970      0.3321638      1.8093671      1.4116899      0.7883835      0.2151914      1.3416383
     65.0000000      2.1461415      1.4053209      0.7290858      0.4713618      0.3248055      2.2042980      1.4177825      0.7263914      0.2496217      1.7342666
     66.0000000      1.9565063      1.4164546      0.7258621      0.4658957      0.3208466      1.9878764      1.2225640      0.7652721      0.2584515      2.1640201
     67.0000000      1.9942086      1.3806260      0.7033953      0.4564786      0.3159115      1.9186186      1.2819818      0.6986124      0.1688244      1.5283436
     68.0000000      2.1220002      1.3769373      0.6819363      0.4467781      0.3105875      2.2018113      1.3145357      0.7673623      0.2147393      1.8824097
     69.0000000      1.6338235      1.3507527      0.6698869      0.4405667      0.3006717      1.5569829      1.1294997      0.7529189      0.1916534      1.6953139
     70.0000000      2.2507713      1.3541257      0.6610590      0.4328679      0.3018210      2.2539258      1.2332907      0.6699641      0.2675645      1.9536084
     71.0000000      1.8537095      1.3165025      0.6325868      0.4175654      0.2871622      2.1648753      1.6174295      0.5757005      0.1825611      1.7417870
     72.0000000      1.5950705      1.3028225      0.6173344      0.4076479      0.2801781      1.3991381      1.4312103      0.7514263      0.2028194      2.0691795
     73.0000000      2.4035082      1.2925347      0.6010633      0.3984150      0.2773998      2.6909890      1.3635136      0.6501912      0.1992264      1.4108422
     74.0000000      1.3900300      1.2898825      0.5950866      0.3994708      0.2683567      1.0215651      1.0090965      0.6858210      0.1927934      1.4824411
     75.0000000      2.5473592      1.2755605      0.5799600      0.3866939      0.2633754      2.7564213      1.1391263      0.6869895      0.2028072      1.3200520
     76.0000000      1.4814521      1.2496772      0.5523300      0.3719124      0.2554042      1.2756610      1.4276285      0.6510355      0.1699743      1.3931365
     77.0000000      2.4363985      1.1990217      0.5214534      0.3518229      0.2394483      2.6579175      0.8554797      0.5914372      0.1458437      1.5917492
     78.0000000      1.3737260      1.1696470      0.5037052      0.3383146      0.2315290      0.8059043      1.2842282      0.6151637      0.1786975      1.5445055
     79.0000000      0.3995806      0.1305619      0.0593566      0.0401510      0.0263324      0.6686273      0.0381500      0.0463834      0.0208380      0.1591120
     80.0000000      0.0991441      0.1247992      0.0564715      0.0369183      0.0245436      0.0016363      0.1232893      0.0602547      0.0122061      0.1436458
