ener, rt Area, distib area (each one for  5 off axis angles)
      1.0000000      5.0271449      3.5196691      1.9935753      1.2359099      0.8666075      5.0462246      3.5316432      2.0170567      0.5031751     -0.9338791
      2.0000000      5.0632973      3.5448809      2.0077925      1.2447559      0.8728210      5.0852857      3.5589302      2.0325544      0.5068702     -0.9635568
      3.0000000      5.0377789      3.5266860      1.9972234      1.2382497      0.8682403      5.0729275      3.5500927      2.0271771      0.5056333     -0.9556657
      4.0000000      5.0546274      3.5382166      2.0035489      1.2422256      0.8710270      5.0884662      3.5608232      2.0330498      0.5071766     -0.9541083
      5.0000000      5.0662351      3.5460055      2.0076849      1.2448578      0.8728671      5.0982413      3.5674884      2.0365388      0.5082308     -0.9391795
      6.0000000      5.0736146      3.5507324      2.0099833      1.2463723      0.8739185      5.1041780      3.5714250      2.0383801      0.5089775     -0.8687982
      7.0000000      5.0784197      3.5535207      2.0110295      1.2471454      0.8744438      5.1077824      3.5736737      2.0391400      0.5096261     -0.8585939
      8.0000000      5.0814595      3.5548835      2.0109837      1.2473130      0.8745342      5.1098089      3.5747499      2.0390615      0.5103096     -0.7785290
      9.0000000      5.0831680      3.5550375      2.0100288      1.2469274      0.8742368      5.1106710      3.5749161      2.0381339      0.5108423     -0.6531779
     10.0000000      5.0833802      3.5536430      2.0082958      1.2460481      0.8735850      5.1101689      3.5739808      2.0358715      0.5121570     -0.4578600
     11.0000000      5.0823565      3.5495467      2.0049572      1.2444769      0.8724189      5.1085238      3.5720141      2.0327969      0.5138208     -0.0984406
     12.0000000      4.9884362      3.4705436      1.9429091      1.2097653      0.8474458      5.0273147      3.5080225      1.9792191      0.5167114      0.8083510
     13.0000000      4.9868469      3.4650378      1.9314638      1.2045391      0.8435390      5.0246553      3.5026109      1.9694297      0.5196080      0.7577542
     14.0000000      4.8938394      3.3766203      1.8535419      1.1622847      0.8129476      4.9430823      3.4317536      1.9007882      0.5115020      1.0578591
     15.0000000      4.8845797      3.3608234      1.8345466      1.1523422      0.8056892      4.9375901      3.4219584      1.8829607      0.5035840      0.8860041
     16.0000000      4.8396354      3.3309960      1.8071452      1.1374011      0.7948758      4.9210634      3.4007988      1.8551842      0.4933909      0.8983223
     17.0000000      4.8793607      3.2941380      1.7805450      1.1214414      0.7834198      4.8938293      3.3752542      1.8267388      0.4833184      1.1251816
     18.0000000      4.8529167      3.2505333      1.7558798      1.1054137      0.7722655      4.8688107      3.3430672      1.7985442      0.4745754      1.6910254
     19.0000000      4.8206425      3.2000346      1.7338511      1.0902805      0.7616010      4.8377991      3.3060758      1.7731109      0.4682747      2.6991196
     20.0000000      4.7853446      3.1408899      1.7150216      1.0767663      0.7522405      4.8037248      3.2660713      1.7520510      0.4668766      2.8108332
     21.0000000      4.7380681      3.0829535      1.6969010      1.0636890      0.7433171      4.7577624      3.2161856      1.7312992      0.4692684      2.7448225
     22.0000000      4.6867809      3.0347681      1.6803201      1.0523839      0.7353412      4.7077293      3.1519120      1.7142705      0.4822216      3.2349243
     23.0000000      4.6231365      2.9935288      1.6622024      1.0410420      0.7272837      4.6452894      3.0976179      1.6991845      0.5072289      3.2633660
     24.0000000      4.5606513      2.9637451      1.6429797      1.0306462      0.7197114      4.5837893      3.0440893      1.6806308      0.4973221      2.9565537
     25.0000000      4.4828596      2.9373443      1.6165982      1.0175912      0.7101614      4.5067148      2.9930761      1.6639045      0.4751119      3.0908186
     26.0000000      4.4087095      2.9163926      1.5796965      1.0013894      0.6982331      4.4330688      2.9585922      1.6427691      0.4815947      3.0596213
     27.0000000      4.3189583      2.8995790      1.5253941      0.9789750      0.6814583      4.3439093      2.9130244      1.6060125      0.4576604      2.9329660
     28.0000000      4.1962008      2.8852282      1.4734975      0.9527141      0.6619230      4.2273650      2.8878276      1.5619617      0.4644670      3.4753127
     29.0000000      3.9262114      2.8664947      1.4387281      0.9283653      0.6447999      3.9454911      2.8702717      1.4921641      0.4363216      2.2479157
     30.0000000      3.8354931      2.8456736      1.4076360      0.9082494      0.6305627      3.8563263      2.8564596      1.4512495      0.4342940      2.6981804
     31.0000000      3.7614884      2.8123169      1.3668846      0.8819011      0.6145469      3.7796080      2.8241622      1.4447558      0.4198090      2.1853361
     32.0000000      3.7165327      2.7674630      1.3307631      0.8537995      0.5976716      3.7322023      2.8122911      1.3739142      0.4085765      1.7935746
     33.0000000      3.6966076      2.7041252      1.2868942      0.8327809      0.5800698      3.7102649      2.7983577      1.3342402      0.4127948      2.4245727
     34.0000000      3.6860445      2.5928407      1.2537987      0.8110687      0.5601354      3.6980422      2.7699211      1.3413638      0.3993046      1.8937331
     35.0000000      3.7078710      2.4237292      1.2248929      0.7872863      0.5463299      3.7186069      2.7327158      1.2685392      0.3463995      2.2959859
     36.0000000      3.7322223      2.2090871      1.1850803      0.7621460      0.5318590      3.7420397      2.6718099      1.1991497      0.3503624      2.1181133
     37.0000000      3.7620268      2.1668746      1.1514720      0.7446141      0.5184315      3.7716134      2.5988467      1.2533185      0.3889605      2.0340984
     38.0000000      3.7881026      2.2164862      1.1256313      0.7255735      0.5053602      3.7978387      2.4680884      1.2060387      0.3210976      1.5748638
     39.0000000      3.8374276      2.2184911      1.1031837      0.7092025      0.4900696      3.8470943      2.2908070      1.0547428      0.3303244      2.0322945
     40.0000000      3.8664927      2.1047158      1.0821023      0.6968018      0.4769620      3.8766310      2.0888200      1.0939771      0.3204675      2.1246674
     41.0000000      3.8918126      1.9908683      1.0576807      0.6832155      0.4687979      3.9067528      2.1728256      1.2181014      0.3276117      2.3155222
     42.0000000      3.8977942      2.0139947      1.0325673      0.6693369      0.4597749      3.9156852      2.2813811      1.1137134      0.2865614      1.7266719
