ener, rt Area, rt errors, distib area at  8 off axis angles
      1.0000000      0.0543100      0.0942000      0.1202000      0.1390900      0.1536600      0.1646100      0.1727500      0.1785300      2.4397900      2.3208399      2.0513699      1.8644300      1.5075500      1.3303200      0.9540200      0.7695100      2.5046816      2.2531466      2.0016093      1.7500694      1.4985288      1.2469897      0.9954542      0.7439231
      2.0000000      0.0547000      0.0948700      0.1210600      0.1400800      0.1547600      0.1657800      0.1739900      0.1798100      2.4573100      2.3374901      2.0660701      1.8777601      1.5183100      1.3397900      0.9608100      0.7750100      2.5239980      2.2705233      2.0170374      1.7635411      1.5100435      1.2565521      1.0030745      0.7496156
      3.0000000      0.0544300      0.0943900      0.1204500      0.1393700      0.1539700      0.1649400      0.1731000      0.1788900      2.4449501      2.3257101      2.0555899      1.8681500      1.5104500      1.3327800      0.9557500      0.7709600      2.5178947      2.2650328      2.0121279      1.7591834      1.5062337      1.2533084      1.0004346      0.7476335
      4.0000000      0.0546100      0.0947100      0.1208500      0.1398400      0.1544800      0.1654800      0.1736700      0.1794700      2.4531100      2.3334501      2.0623901      1.8742501      1.5153199      1.3370200      0.9587600      0.7734400      2.5255833      2.2719493      2.0182478      1.7644843      1.5107123      1.2569783      1.0033249      0.7497858
      5.0000000      0.0547300      0.0949300      0.1211300      0.1401500      0.1548300      0.1658500      0.1740500      0.1798700      2.4587400      2.3387699      2.0670300      1.8783700      1.5185699      1.3398100      0.9607200      0.7750700      2.5304227      2.2763026      2.0220857      1.7677791      1.5134598      1.2591937      1.0050439      0.7510607
      6.0000000      0.0548100      0.0950600      0.1213000      0.1403500      0.1550400      0.1660800      0.1742900      0.1801100      2.4623201      2.3421400      2.0699301      1.8808800      1.5204800      1.3413900      0.9618000      0.7760200      2.5333657      2.2789502      2.0244007      1.7697276      1.5150349      1.2604142      1.0059538      0.7517274
      7.0000000      0.0548600      0.0951500      0.1214100      0.1404800      0.1551800      0.1662200      0.1744300      0.1802500      2.4646499      2.3443201      2.0717399      1.8823600      1.5215300      1.3421600      0.9622800      0.7765000      2.5351565      2.2805610      2.0257866      1.7708447      1.5158740      1.2609966      1.0063336      0.7519928
      8.0000000      0.0549000      0.0952100      0.1214800      0.1405500      0.1552600      0.1662900      0.1745000      0.1803200      2.4661200      2.3456600      2.0727899      1.8830900      1.5219001      1.3422600      0.9622200      0.7766100      2.5361688      2.2814720      2.0265388      1.7713841      1.5161853      1.2611035      1.0063031      0.7519415
      9.0000000      0.0549200      0.0952400      0.1215200      0.1405900      0.1552900      0.1663100      0.1745100      0.1803300      2.4669600      2.3463800      2.0732400      1.8831800      1.5216600      1.3415700      0.9616600      0.7764000      2.5366080      2.2818668      2.0268178      1.7714760      1.5160679      1.2607993      1.0058641      0.7515555
     10.0000000      0.0549200      0.0952400      0.1215200      0.1405800      0.1552500      0.1662700      0.1744500      0.1802600      2.4670701      2.3463800      2.0729699      1.8824600      1.5200200      1.3407000      0.9608700      0.7758200      2.5363748      2.2816570      2.0265367      1.7710272      1.5154115      1.2596972      1.0046599      0.7507418
     11.0000000      0.0549100      0.0952200      0.1214800      0.1405200      0.1551800      0.1661800      0.1743400      0.1801400      2.4665799      2.3457601      2.0720301      1.8803300      1.5193700      1.3389000      0.9591400      0.7748900      2.5355814      2.2809434      2.0257728      1.7700738      1.5140738      1.2557442      1.0032429      0.7494932
     12.0000000      0.0539000      0.0934500      0.1191600      0.1377500      0.1520000      0.1626200      0.1704600      0.1760600      2.4211800      2.3012400      2.0288999      1.8388900      1.4806000      1.3000200      0.9287200      0.7533900      2.4956191      2.2449944      1.9926847      1.7386467      1.4836750      1.2293957      0.9772390      0.7291119
     13.0000000      0.0538800      0.0934100      0.1191100      0.1376600      0.1518600      0.1624000      0.1701700      0.1757200      2.4204400      2.2997701      2.0279701      1.8359900      1.4763499      1.2938700      0.9226900      0.7501700      2.4943562      2.2438581      1.9912602      1.7360226      1.4801719      1.2249205      0.9723966      0.7253865
     14.0000000      0.0528800      0.0915800      0.1167100      0.1347800      0.1484700      0.1585200      0.1658700      0.1711800      2.3755300      2.2499800      1.9860500      1.7892100      1.4303200      1.2454000      0.8842000      0.7240000      2.4542913      2.2078171      1.9571092      1.7012770      1.4445637      1.1889578      0.9389525      0.6994964
     15.0000000      0.0527800      0.0915200      0.1166400      0.1346200      0.1481700      0.1580700      0.1653000      0.1705300      2.3711400      2.2536099      1.9822299      1.7812901      1.4198700      1.2330300      0.8745900      0.7180500      2.4516716      2.2054603      1.9533637      1.6965752      1.4375752      1.1802557      0.9303104      0.6929528
     16.0000000      0.0522400      0.0908100      0.1159100      0.1337500      0.1471100      0.1568100      0.1638800      0.1690300      2.3467200      2.2473600      1.9722500      1.7659900      1.4024800      1.2138799      0.8608700      0.7087100      2.4437406      2.1983256      1.9449475      1.6862792      1.4247477      1.1660198      0.9167809      0.6832327
