3426875881.648000	-0.005230	-0.008599	0.000034
3426875882.149000	-0.005230	-0.008599	0.000034
3426875882.649000	-0.005230	-0.008599	0.000034
3426875883.149000	-0.005230	-0.008599	0.000034
3426875883.648000	-0.005230	-0.003539	-0.000017
3426875884.149000	-0.005230	-0.008599	0.000034
3426875884.649000	-0.005230	-0.008599	0.000034
3426875885.149000	-0.000170	-0.008599	0.000084
3426875885.649000	-0.000170	-0.008599	0.000084
3426875886.150000	-0.005230	-0.008599	0.000034
3426875886.648000	-0.005230	-0.008599	0.000034
3426875887.149000	-0.000170	-0.003539	0.000034
3426875887.649000	-0.005230	-0.003539	-0.000017
3426875888.150000	-0.000170	-0.008599	0.000084
3426875888.649000	-0.005230	-0.008599	0.000034
3426875889.149000	-0.005230	-0.008599	0.000034
3426875889.650000	-0.000170	-0.003539	0.000034
3426875890.150000	-0.000170	-0.008599	0.000084
3426875890.649000	-0.005230	-0.008599	0.000034
3426875891.149000	-0.005230	-0.008599	0.000034
3426875891.651000	-0.000170	-0.008599	0.000084
3426875892.150000	-0.005230	-0.003539	-0.000017
3426875892.646000	-0.005230	-0.008599	0.000034
3426875893.159000	-0.005230	-0.008599	0.000034
3426875893.641000	-0.005230	-0.008599	0.000034
3426875894.151000	-0.005230	-0.008599	0.000034
3426875894.639000	-0.005230	-0.008599	0.000034
3426875895.151000	-0.005230	-0.008599	0.000034
3426875895.643000	-0.000170	-0.008599	0.000084
3426875896.151000	-0.005230	-0.008599	0.000034
3426875896.651000	-0.000170	-0.008599	0.000084
3426875897.151000	-0.000170	-0.008599	0.000084
3426875897.651000	-0.005230	-0.003539	-0.000017
3426875898.152000	-0.005230	-0.008599	0.000034
3426875898.649000	-0.005230	-0.003539	-0.000017
3426875899.149000	-0.000170	-0.008599	0.000084
3426875899.648000	-0.005230	-0.003539	-0.000017
3426875900.148000	-0.005230	-0.008599	0.000034
3426875900.649000	-0.005230	-0.003539	-0.000017
3426875901.149000	-0.005230	-0.003539	-0.000017
3426875901.649000	-0.000170	-0.003539	0.000034
3426875902.150000	-0.005230	-0.008599	0.000034
3426875902.649000	-0.000170	-0.008599	0.000084
3426875903.149000	-0.000170	-0.008599	0.000084
3426875903.650000	-0.005230	-0.008599	0.000034
3426875904.140000	-0.005230	-0.008599	0.000034
3426875904.649000	-0.005230	-0.008599	0.000034
3426875905.140000	-0.005230	-0.008599	0.000034
3426875905.650000	-0.005230	-0.008599	0.000034
3426875906.149000	-0.005230	-0.008599	0.000034
3426875906.649000	-0.005230	-0.003539	-0.000017
3426875907.150000	-0.005230	-0.008599	0.000034
3426875907.650000	-0.005230	-0.003539	-0.000017
3426875908.150000	-0.000170	-0.008599	0.000084
3426875908.650000	-0.005230	-0.003539	-0.000017
3426875909.150000	-0.005230	-0.008599	0.000034
3426875909.650000	-0.000170	-0.008599	0.000084
3426875910.150000	-0.005230	-0.008599	0.000034
3426875910.650000	-0.000170	-0.008599	0.000084
3426875911.150000	-0.005230	-0.008599	0.000034
3426875911.650000	-0.005230	-0.008599	0.000034
3426875912.150000	-0.005230	-0.003539	-0.000017
3426875912.650000	-0.000170	-0.008599	0.000084
3426875913.150000	-0.000170	-0.008599	0.000084
3426875913.651000	-0.000170	-0.008599	0.000084
3426875914.151000	-0.005230	-0.008599	0.000034
3426875914.650000	-0.000170	-0.008599	0.000084
3426875915.150000	-0.000170	-0.008599	0.000084
3426875915.651000	-0.005230	-0.008599	0.000034
3426875916.151000	-0.000170	-0.008599	0.000084
3426875916.649000	-0.000170	-0.008599	0.000084
3426875917.149000	-0.005230	-0.003539	-0.000017
3426875917.648000	-0.005230	-0.008599	0.000034
3426875918.150000	-0.000170	-0.008599	0.000084
3426875918.650000	-0.005230	-0.003539	-0.000017
3426875919.150000	-0.005230	-0.008599	0.000034
3426875919.648000	-0.000170	-0.008599	0.000084
3426875920.138000	-0.000170	-0.008599	0.000084
3426875920.641000	-0.005230	-0.008599	0.000034
3426875921.136000	-0.005230	-0.008599	0.000034
3426875921.649000	-0.005230	-0.008599	0.000034
3426875922.149000	-0.000170	-0.008599	0.000084
3426875922.649000	-0.005230	-0.008599	0.000034
3426875923.149000	-0.005230	-0.003539	-0.000017
3426875923.649000	-0.005230	-0.008599	0.000034
3426875924.148000	-0.005230	-0.008599	0.000034
3426875924.649000	-0.005230	-0.013658	0.000084
3426875925.149000	-0.005230	-0.008599	0.000034
3426875925.650000	-0.005230	-0.003539	-0.000017
3426875926.150000	-0.005230	-0.003539	-0.000017
3426875926.651000	-0.000170	-0.008599	0.000084
3426875927.150000	-0.005230	-0.008599	0.000034
3426875927.651000	-0.005230	-0.013658	0.000084
3426875928.150000	-0.000170	-0.003539	0.000034
3426875928.650000	-0.005230	-0.003539	-0.000017
3426875929.137000	-0.000170	-0.008599	0.000084
3426875929.646000	-0.000170	-0.008599	0.000084
3426875930.149000	-0.000170	-0.008599	0.000084
3426875930.649000	-0.000170	-0.008599	0.000084
3426875931.150000	-0.005230	-0.008599	0.000034
3426875931.651000	-0.005230	-0.008599	0.000034
3426875932.150000	-0.000170	-0.008599	0.000084
3426875932.648000	-0.005230	-0.008599	0.000034
3426875933.151000	-0.000170	-0.003539	0.000034
3426875933.650000	-0.005230	-0.008599	0.000034
3426875934.149000	-0.000170	-0.008599	0.000084
3426875934.649000	-0.005230	-0.008599	0.000034
3426875935.149000	-0.005230	-0.008599	0.000034
3426875935.650000	-0.005230	-0.003539	-0.000017
3426875936.148000	-0.005230	-0.008599	0.000034
3426875936.650000	-0.005230	-0.008599	0.000034
3426875937.149000	-0.000170	-0.008599	0.000084
3426875937.650000	-0.000170	-0.008599	0.000084
3426875938.150000	-0.005230	-0.008599	0.000034
