3426875938.648000	-0.000170	-0.008599	0.000084
3426875939.149000	-0.005230	-0.008599	0.000034
3426875939.650000	-0.000170	-0.008599	0.000084
3426875940.149000	-0.005230	-0.008599	0.000034
3426875940.650000	-0.005230	-0.008599	0.000034
3426875941.149000	-0.000170	-0.003539	0.000034
3426875941.649000	-0.000170	-0.008599	0.000084
3426875942.149000	-0.000170	-0.008599	0.000084
3426875942.650000	-0.000170	-0.008599	0.000084
3426875943.149000	-0.005230	-0.003539	-0.000017
3426875943.649000	-0.005230	-0.008599	0.000034
3426875944.151000	-0.005230	-0.008599	0.000034
3426875944.650000	-0.005230	-0.008599	0.000034
3426875945.150000	-0.005230	-0.008599	0.000034
3426875945.650000	-0.005230	-0.008599	0.000034
3426875946.151000	-0.005230	-0.008599	0.000034
3426875946.649000	-0.000170	-0.003539	0.000034
3426875947.151000	-0.005230	-0.008599	0.000034
3426875947.651000	-0.005230	-0.008599	0.000034
3426875948.150000	-0.005230	-0.008599	0.000034
3426875948.651000	-0.005230	-0.008599	0.000034
3426875949.151000	-0.005230	-0.008599	0.000034
3426875949.651000	-0.005230	-0.008599	0.000034
3426875950.151000	-0.000170	-0.013658	0.000135
3426875950.650000	-0.000170	-0.003539	0.000034
3426875951.149000	-0.005230	-0.008599	0.000034
3426875951.649000	-0.000170	-0.003539	0.000034
3426875952.150000	-0.005230	-0.003539	-0.000017
3426875952.649000	-0.005230	-0.008599	0.000034
3426875953.150000	-0.005230	-0.008599	0.000034
3426875953.649000	-0.005230	-0.008599	0.000034
3426875954.150000	-0.005230	-0.008599	0.000034
3426875954.650000	-0.005230	-0.003539	-0.000017
3426875955.149000	-0.005230	-0.008599	0.000034
3426875955.650000	-0.000170	-0.008599	0.000084
3426875956.150000	-0.005230	-0.003539	-0.000017
3426875956.649000	-0.005230	-0.008599	0.000034
3426875957.149000	-0.005230	-0.008599	0.000034
3426875957.649000	-0.000170	-0.008599	0.000084
3426875958.149000	-0.005230	-0.008599	0.000034
3426875958.649000	-0.000170	-0.003539	0.000034
3426875959.150000	-0.005230	-0.008599	0.000034
3426875959.649000	-0.005230	-0.008599	0.000034
3426875960.149000	-0.005230	-0.008599	0.000034
3426875960.639000	-0.005230	-0.008599	0.000034
3426875961.139000	-0.000170	-0.008599	0.000084
3426875961.648000	-0.005230	-0.008599	0.000034
3426875962.150000	-0.005230	-0.003539	-0.000017
3426875962.651000	-0.005230	-0.008599	0.000034
3426875963.146000	-0.005230	-0.008599	0.000034
3426875963.651000	-0.005230	-0.003539	-0.000017
3426875964.151000	-0.005230	-0.008599	0.000034
3426875964.648000	-0.000170	-0.008599	0.000084
3426875965.151000	-0.000170	-0.008599	0.000084
3426875965.650000	-0.005230	-0.008599	0.000034
3426875966.147000	-0.005230	-0.008599	0.000034
3426875966.650000	-0.000170	-0.003539	0.000034
3426875967.138000	-0.005230	-0.008599	0.000034
3426875967.646000	-0.000170	-0.008599	0.000084
3426875968.151000	-0.005230	-0.008599	0.000034
3426875968.657000	-0.005230	-0.008599	0.000034
3426875969.148000	-0.005230	-0.003539	-0.000017
3426875969.649000	-0.000170	-0.013658	0.000135
3426875970.149000	-0.005230	-0.008599	0.000034
3426875970.652000	-0.005230	-0.008599	0.000034
3426875971.150000	-0.005230	-0.008599	0.000034
3426875971.643000	-0.000170	-0.008599	0.000084
3426875972.148000	-0.005230	-0.008599	0.000034
3426875972.649000	-0.005230	-0.008599	0.000034
3426875973.149000	-0.005230	-0.008599	0.000034
3426875973.650000	-0.005230	-0.003539	-0.000017
3426875974.149000	-0.000170	-0.008599	0.000084
3426875974.637000	-0.005230	-0.008599	0.000034
3426875975.136000	-0.005230	-0.008599	0.000034
3426875975.648000	-0.005230	-0.008599	0.000034
3426875976.146000	-0.005230	-0.008599	0.000034
3426875976.650000	-0.000170	-0.008599	0.000084
3426875977.150000	-0.005230	-0.008599	0.000034
3426875977.649000	-0.000170	-0.013658	0.000135
3426875978.150000	-0.005230	-0.003539	-0.000017
3426875978.649000	-0.000170	-0.003539	0.000034
3426875979.150000	-0.005230	-0.008599	0.000034
3426875979.638000	-0.000170	-0.003539	0.000034
3426875980.137000	-0.005230	-0.003539	-0.000017
3426875980.648000	-0.005230	-0.008599	0.000034
3426875981.149000	-0.000170	-0.008599	0.000084
