0.0000,0.0000
1.0000,485.0917
2.0000,485.0581
3.0000,485.0917
4.0000,485.1253
5.0000,485.2596
6.0000,485.0246
7.0000,485.0581
8.0000,485.2260
9.0000,485.1588
10.0000,485.1588
11.0000,485.2931
12.0000,485.1253
13.0000,485.0917
14.0000,485.1588
15.0000,485.1253
16.0000,485.1253
17.0000,485.0581
18.0000,485.2260
19.0000,485.2596
20.0000,485.1253
21.0000,485.2260
22.0000,485.0581
23.0000,485.2596
24.0000,485.1924
25.0000,485.0917
26.0000,485.2596
27.0000,485.1924
28.0000,485.0246
29.0000,485.1588
30.0000,485.1588
31.0000,485.1588
32.0000,485.1253
33.0000,485.1253
34.0000,485.1588
35.0000,485.1253
36.0000,485.1924
37.0000,485.2931
38.0000,485.1588
39.0000,485.1253
40.0000,485.0917
41.0000,485.2260
42.0000,485.1588
43.0000,485.1924
44.0000,485.1924
45.0000,485.1588
46.0000,485.0917
47.0000,485.1253
48.0000,485.1253
49.0000,485.0581
50.0000,485.1588
51.0000,485.0581
52.0000,485.0581
53.0000,485.2596
54.0000,485.2260
55.0000,485.1253
56.0000,485.2931
57.0000,485.1588
58.0000,485.1253
59.0000,485.1588
60.0000,485.0917
61.0000,485.1924
62.0000,485.1253
63.0000,485.1924
64.0000,485.1253
65.0000,485.1253
66.0000,485.1253
67.0000,485.1588
68.0000,485.0917
69.0000,485.0917
70.0000,485.0917
71.0000,485.0917
72.0000,485.1253
73.0000,485.0581
74.0000,485.1253
75.0000,485.1588
76.0000,485.1588
77.0000,485.1924
78.0000,485.1588
79.0000,485.0917
80.0000,485.1253
81.0000,485.1253
82.0000,485.1924
83.0000,485.1588
84.0000,485.0917
85.0000,485.1924
86.0000,485.1588
87.0000,485.0581
88.0000,485.2931
89.0000,485.0917
90.0000,485.0917
91.0000,485.1588
92.0000,485.0581
93.0000,485.1253
94.0000,485.1253
95.0000,485.1924
96.0000,485.2260
97.0000,485.0917
98.0000,485.1924
99.0000,485.0581
100.0000,485.1588
101.0000,485.1253
102.0000,485.1924
103.0000,485.1253
104.0000,485.1588
105.0000,485.1253
106.0000,485.1588
107.0000,485.1253
108.0000,485.1253
109.0000,485.2596
110.0000,485.2596
111.0000,485.1253
112.0000,485.1253
113.0000,485.1924
114.0000,485.1253
115.0000,485.0581
116.0000,485.0246
117.0000,485.0917
118.0000,485.1588
119.0000,485.1253
120.0000,485.0917
121.0000,485.1924
122.0000,485.1924
123.0000,485.2260
124.0000,485.0917
125.0000,485.1924
126.0000,485.1253
127.0000,485.1253
128.0000,485.2931
129.0000,485.1253
130.0000,485.1924
131.0000,485.1253
132.0000,485.1253
133.0000,485.0917
134.0000,485.1253
135.0000,485.1253
136.0000,485.2596
137.0000,485.2596
138.0000,485.1588
139.0000,485.1924
140.0000,485.1924
141.0000,485.3267
142.0000,485.1924
143.0000,485.1924
144.0000,485.0917
145.0000,485.2260
146.0000,485.2596
147.0000,485.0581
148.0000,485.1924
149.0000,485.0917
150.0000,485.1588
151.0000,485.1924
152.0000,485.1253
153.0000,485.0246
154.0000,485.0917
155.0000,485.0917
156.0000,485.1588
157.0000,485.1588
158.0000,485.1588
159.0000,485.0917
160.0000,485.1588
161.0000,485.1588
162.0000,485.1924
163.0000,485.2596
164.0000,485.1588
165.0000,485.1924
166.0000,485.1924
167.0000,485.0917
168.0000,485.2596
169.0000,485.0581
170.0000,485.1253
171.0000,485.1253
172.0000,485.0581
173.0000,485.1253
174.0000,485.0917
175.0000,485.1588
176.0000,485.1588
177.0000,485.2260
178.0000,485.0917
179.0000,485.1253
180.0000,485.1924
181.0000,485.2596
182.0000,485.1588
183.0000,485.1588
184.0000,485.1924
185.0000,485.2260
186.0000,485.1253
187.0000,485.1588
188.0000,485.2931
189.0000,485.1588
190.0000,485.1924
191.0000,485.1253
192.0000,485.1253
193.0000,485.1588
194.0000,485.0917
195.0000,485.2931
196.0000,485.1588
197.0000,485.1924
198.0000,484.9910
199.0000,485.0917
200.0000,485.0246
201.0000,485.1588
202.0000,485.1588
203.0000,485.1588
204.0000,484.9239
205.0000,485.0581
206.0000,485.1253
207.0000,485.0917
208.0000,485.1253
209.0000,485.0581
210.0000,485.2260
211.0000,485.0917
212.0000,485.0581
213.0000,485.0917
214.0000,485.1924
215.0000,485.1588
216.0000,485.2260
217.0000,485.0917
218.0000,485.0581
219.0000,485.1924
220.0000,484.9910
221.0000,485.1253
222.0000,485.1924
223.0000,485.2260
224.0000,485.1253
225.0000,485.1924
226.0000,485.2260
227.0000,485.1253
228.0000,485.1924
229.0000,485.0917
230.0000,485.0581
231.0000,485.0581
232.0000,485.2260
233.0000,485.1588
234.0000,485.1588
235.0000,485.1253
236.0000,485.1924
237.0000,485.1924
238.0000,485.1588
239.0000,485.1253
240.0000,485.0917
241.0000,485.1924
242.0000,485.1924
243.0000,485.1588
244.0000,485.1253
245.0000,485.1253
246.0000,485.1588
247.0000,485.1588
248.0000,485.2260
249.0000,485.0917
250.0000,485.1588
251.0000,485.1924
252.0000,485.2260
253.0000,485.1924
254.0000,485.1588
255.0000,485.0917
256.0000,485.1253
257.0000,485.1924
258.0000,485.1924
259.0000,485.1253
260.0000,485.1253
261.0000,485.1924
262.0000,485.1253
263.0000,485.1924
264.0000,485.1253
265.0000,485.0917
266.0000,485.1924
267.0000,485.1924
268.0000,485.2260
269.0000,485.0917
270.0000,485.1924
271.0000,485.1253
272.0000,485.1253
273.0000,485.1253
274.0000,485.0581
275.0000,485.0917
276.0000,485.1588
277.0000,485.1253
278.0000,485.1588
279.0000,485.1588
280.0000,485.1924
281.0000,485.1588
282.0000,485.1253
283.0000,485.0581
284.0000,485.1924
285.0000,485.1924
286.0000,485.1588
287.0000,484.9910
288.0000,485.2260
289.0000,485.1588
290.0000,485.1924
291.0000,485.1588
292.0000,485.0917
293.0000,485.1253
294.0000,485.0917
295.0000,485.1253
296.0000,485.1588
297.0000,485.1253
298.0000,485.1924
299.0000,485.2260
300.0000,485.1924
301.0000,485.0246
302.0000,485.1253
303.0000,485.0581
304.0000,485.1924
305.0000,485.0246
306.0000,485.1253
307.0000,485.1253
308.0000,485.0917
309.0000,485.1924
310.0000,485.1253
311.0000,485.1588
312.0000,485.0581
313.0000,485.0246
314.0000,485.0246
315.0000,485.2260
316.0000,485.0581
317.0000,485.1253
318.0000,485.0917
319.0000,485.2260
320.0000,485.1253
321.0000,485.1588
322.0000,485.1924
323.0000,485.2596
324.0000,485.1924
325.0000,485.1588
326.0000,485.1588
327.0000,485.1253
328.0000,485.1253
329.0000,485.2596
330.0000,485.2260
331.0000,485.1253
332.0000,485.1924
333.0000,485.0917
334.0000,485.1253
335.0000,485.1588
336.0000,485.1253
337.0000,485.1253
338.0000,485.2260
339.0000,485.1924
340.0000,485.1253
341.0000,485.1253
