           115.67984772            41.15192413             1.51525688             0.51188010           186.78292847          -830.29349286
           108.20547485           170.40136719             0.14301606             0.58906412           137.51837158          -843.32840270
           108.18560028           165.27598572             1.77056718             0.50776654           133.78852844          -850.65616282
            74.68811798            80.36418915             1.52677405             0.60134232           182.74954224          -806.37003288
            36.71775055            82.72329712             1.79633594             0.40996274           108.09547424          -726.65606032
           102.63094330            76.81893921             0.97816956             0.63846672           167.88340759          -847.71941975
           167.03825378           130.88168335             0.57717776             0.55498135           154.04772949          -844.39753580
           166.00793457           153.44781494             0.46690106             0.51952124           129.25886536          -848.33584697
           145.14743042           237.57843018             0.05907583             0.61203992           102.21588135          -842.30278648
           137.78053284           188.47180176             0.42312106             0.58700001           123.35764313          -841.84048262
           126.66651917           201.42721558             0.91482151             0.55990326           118.00220490          -845.01193523
           108.19554138           167.83868408             0.95679164             0.54841530           135.65344238          -846.07024896
           137.09677124           159.36190796             1.11873412             0.51364386           131.52369690          -847.68805693
           137.61192322           148.07882690             1.17387247             0.53137398           143.91812134          -842.90816971
           105.40827179           121.04746246             1.37436843             0.57311666           150.83596802          -838.04482844
           141.69425964           215.74562073             0.99954641             0.49132448           114.31842041          -846.29048996
           111.12355042           215.78096008             1.13031173             0.51704741           109.39637756          -846.31325113
           115.85177612           168.17407227             1.47555900             0.47137576           131.86997986          -852.95767763
           110.44442749           151.54751587             1.75592792             0.42711204           138.80386353          -841.70771908
           137.38522339           201.89675903             1.64109564             0.45204777           112.70536804          -847.91681214
           102.16291809           148.45028687             1.85496068             0.49342799           133.39515686          -846.96630989
           129.14935303           121.48266602             1.56515586             0.45825732           147.91670227          -830.16634660
           115.63000488           192.20639038             1.35124755             0.50234985           119.02645874          -851.73854927
           143.49682617           206.31581116             1.08792090             0.48544544           118.17045593          -848.68590095
           111.12300110           214.18571472             1.81182206             0.45395035           114.70065308          -845.91123599
           130.60333252           173.06785583             1.29200613             0.49872047           127.31793213          -851.86709831
           108.12178040           160.11929321             1.14982510             0.53421533           139.36401367          -846.40444481
           130.06936646           191.45239258             1.51827800             0.47258967           119.37002563          -851.84217014
            96.63917542           149.75488281             1.87514222             0.49567544           134.37872314          -847.86548667
           131.78240967           192.17558289             1.28472626             0.48800296           122.22251892          -851.88578154
           141.38912964           201.55453491             0.99815941             0.46544886           114.13426208          -849.13489937
           116.48648071           174.34562683             1.57746530             0.49718714           128.87496948          -852.35080621
           134.28730774           167.47982788             1.50796628             0.46880049           132.83573914          -851.65296792
           120.29432678           186.02474976             1.39042723             0.49396253           122.47877502          -852.60733516
           115.93792725           166.06274414             1.28979564             0.50710988           133.73570251          -850.47725290
           126.53650665           185.10498047             1.46115732             0.48121971           122.96144104          -852.85107311
           113.77722168           189.26213074             1.58372760             0.47397870           124.04518127          -852.90043882
           105.39607239           168.98901367             1.71060789             0.47908658           129.86964417          -853.33932435
            92.20292664           157.39573669             1.92354870             0.47462839           133.69322205          -851.57821999
           116.25581360           184.67634583             1.47112608             0.46266222           123.61505127          -852.64362977
           110.83258057           172.45791626             1.69044352             0.45336664           130.46575928          -852.21786421
           117.92889404           182.63304138             1.46543121             0.48381355           124.47552490          -853.33432660
           115.54032898           172.98898315             1.60746646             0.49312752           129.67367554          -852.78059468
           115.71920776           175.91082764             1.57338142             0.48551118           128.15901184          -853.45331472
           100.93272400           168.88262939             1.66232467             0.47628665           132.40629578          -853.58068770
            88.13084412           160.77146912             1.76290834             0.47382021           137.12872314          -852.71992173
           108.55421448           156.57363892             1.57119322             0.48445082           134.66700745          -850.13494577
           112.47146606           181.09001160             1.58059406             0.47659671           126.70063782          -853.70161697
           105.12754822           182.82809448             1.72137570             0.48914218           124.77445984          -853.49031847
            97.92988586           168.44714355             1.83388114             0.47883582           132.28849792          -853.68573934
           107.47621155           181.87443542             1.63801408             0.48346257           127.86190796          -853.62253353
            93.85589600           177.33802795             1.80109358             0.47621846           129.45370483          -854.29830663
            82.92425537           178.05163574             1.91494989             0.47157216           130.10104370          -854.97864736
            95.56622314           168.51020813             1.73052835             0.46555942           134.96890259          -853.62732585
            97.61442566           182.30671692             1.81686044             0.47412401           128.36209106          -854.15527278
            87.12623596           169.48782349             1.91270971             0.46321273           133.10655212          -854.07074233
            95.66021729           183.24308777             1.89306760             0.48017710           125.25462341          -854.16038172
            92.38868713           189.22450256             1.81338906             0.46743721           125.12152100          -853.44307172
            96.54458618           173.64147949             1.82875812   
